"berichtsjahr";"tourismusjahr";"saison";"monat";"gkz";"gemeinde";"hauptgliederung";"status";"ankuenfte";"naechtigungen"
1989;1989;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";145;1162
1989;1989;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";101;341
1989;1989;"Sommer";9;80124;"Sonntag";"Andere Unterkünfte";"endgültig";104;902
1989;1989;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";330;2311
1989;1989;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";324;1962
1989;1989;"Sommer";10;80124;"Sonntag";"Andere Unterkünfte";"endgültig";49;178
1989;1990;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";35;79
1989;1990;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";87;405
1989;1990;"Winter";11;80124;"Sonntag";"Andere Unterkünfte";"endgültig";18;22
1989;1990;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";81;469
1989;1990;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";125;726
1990;1990;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";76;472
1990;1990;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";52;229
1990;1990;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";122;667
1990;1990;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";153;863
1990;1990;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";75;520
1990;1990;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";67;443
1990;1990;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";121;541
1990;1990;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";175;778
1990;1990;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";170;710
1990;1990;"Winter";4;80124;"Sonntag";"Andere Unterkünfte";"endgültig";122;722
1990;1990;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";99;441
1990;1990;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";77;337
1990;1990;"Sommer";5;80124;"Sonntag";"Andere Unterkünfte";"endgültig";32;112
1990;1990;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";216;723
1990;1990;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";82;295
1990;1990;"Sommer";6;80124;"Sonntag";"Andere Unterkünfte";"endgültig";24;58
1990;1990;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";156;894
1990;1990;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";176;1281
1990;1990;"Sommer";7;80124;"Sonntag";"Andere Unterkünfte";"endgültig";136;1336
1990;1990;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";222;1246
1990;1990;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";336;1866
1990;1990;"Sommer";8;80124;"Sonntag";"Andere Unterkünfte";"endgültig";28;132
1990;1990;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";255;1360
1990;1990;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";159;1040
1990;1990;"Sommer";9;80124;"Sonntag";"Andere Unterkünfte";"endgültig";28;56
1990;1990;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";319;1933
1990;1990;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";177;1082
1990;1990;"Sommer";10;80124;"Sonntag";"Andere Unterkünfte";"endgültig";42;97
1990;1991;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";116;294
1990;1991;"Winter";11;80124;"Sonntag";"Andere Unterkünfte";"endgültig";48;164
1990;1991;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";76;422
1990;1991;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";101;342
1991;1991;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";151;999
1991;1991;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";131;626
1991;1991;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";111;613
1991;1991;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";131;614
1991;1991;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";198;947
1991;1991;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";95;441
1991;1991;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";146;720
1991;1991;"Winter";3;80124;"Sonntag";"Andere Unterkünfte";"endgültig";125;915
1991;1991;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";65;487
1991;1991;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";22;76
1991;1991;"Winter";4;80124;"Sonntag";"Andere Unterkünfte";"endgültig";6;24
1991;1991;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";212;739
1991;1991;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";180;580
1991;1991;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";215;929
1991;1991;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";111;497
1991;1991;"Sommer";6;80124;"Sonntag";"Andere Unterkünfte";"endgültig";61;171
1991;1991;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";227;1307
1991;1991;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";287;2236
1991;1991;"Sommer";7;80124;"Sonntag";"Andere Unterkünfte";"endgültig";121;743
1991;1991;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";152;1057
1991;1991;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";247;1786
1991;1991;"Sommer";8;80124;"Sonntag";"Andere Unterkünfte";"endgültig";52;748
1991;1991;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";82;331
1991;1991;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";297;1605
1991;1991;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";639;2867
1991;1991;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";310;1900
1991;1991;"Sommer";10;80124;"Sonntag";"Andere Unterkünfte";"endgültig";196;901
1991;1992;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";124;373
1991;1992;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";104;390
1991;1992;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";398;2302
1992;1992;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";202;617
1992;1992;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";104;640
1992;1992;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";85;370
1992;1992;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";127;687
1992;1992;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";70;240
1992;1992;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";266;1176
1992;1992;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";28;95
1992;1992;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";249;828
1992;1992;"Winter";4;80124;"Sonntag";"Andere Unterkünfte";"endgültig";85;455
1992;1992;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";72;313
1992;1992;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";317;954
1992;1992;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";326;1329
1992;1992;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";436;1957
1992;1992;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";51;308
1992;1992;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";199;1244
1992;1992;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";99;784
1992;1992;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";340;2070
1992;1992;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";31;196
1992;1992;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";294;1991
1992;1992;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";237;1698
1992;1992;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";312;1568
1992;1992;"Sommer";10;80124;"Sonntag";"Andere Unterkünfte";"endgültig";66;568
1992;1993;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";103;392
1992;1993;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";157;373
1992;1993;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";63;513
1992;1993;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";388;2342
1993;1993;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";74;397
1993;1993;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";89;482
1993;1993;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";241;1270
1993;1993;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";243;1064
1993;1993;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";201;876
1993;1993;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";355;1446
1993;1993;"Winter";3;80124;"Sonntag";"Andere Unterkünfte";"endgültig";64;448
1993;1993;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";149;1081
1993;1993;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";268;1313
1993;1993;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";223;1127
1993;1993;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";341;948
1993;1993;"Sommer";5;80124;"Sonntag";"Andere Unterkünfte";"endgültig";24;178
1993;1993;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";241;901
1993;1993;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";363;1323
1993;1993;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";211;1084
1993;1993;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";432;2709
1993;1993;"Sommer";7;80124;"Sonntag";"Andere Unterkünfte";"endgültig";83;466
1993;1993;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";276;1727
1993;1993;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";563;3180
1993;1993;"Sommer";8;80124;"Sonntag";"Andere Unterkünfte";"endgültig";23;245
1993;1993;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";270;3412
1993;1993;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";430;3190
1993;1993;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";72;387
1993;1993;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";387;1311
1993;1994;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";59;241
1993;1994;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";300;859
1993;1994;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";106;704
1993;1994;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";485;2277
1993;1994;"Winter";12;80124;"Sonntag";"Andere Unterkünfte";"endgültig";51;200
1994;1994;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";84;546
1994;1994;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";369;1423
1994;1994;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";110;261
1994;1994;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";249;968
1994;1994;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";284;1457
1994;1994;"Winter";2;80124;"Sonntag";"Andere Unterkünfte";"endgültig";61;427
1994;1994;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";148;684
1994;1994;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";581;2928
1994;1994;"Winter";3;80124;"Sonntag";"Andere Unterkünfte";"endgültig";29;75
1994;1994;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";122;707
1994;1994;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";116;779
1994;1994;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";120;431
1994;1994;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";446;1566
1994;1994;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";263;847
1994;1994;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";90;157
1994;1994;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";224;1289
1994;1994;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";698;3899
1994;1994;"Sommer";7;80124;"Sonntag";"Andere Unterkünfte";"endgültig";28;392
1994;1994;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";243;1267
1994;1994;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";479;3013
1994;1994;"Sommer";8;80124;"Sonntag";"Andere Unterkünfte";"endgültig";37;454
1994;1994;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";226;945
1994;1994;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";733;2581
1994;1994;"Sommer";9;80124;"Sonntag";"Andere Unterkünfte";"endgültig";29;58
1994;1994;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";140;403
1994;1994;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";421;1432
1994;1995;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";197;674
1994;1995;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";469;1222
1994;1995;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";83;487
1994;1995;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";417;2402
1994;1995;"Winter";12;80124;"Sonntag";"Andere Unterkünfte";"endgültig";57;372
1995;1995;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";131;439
1995;1995;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";390;1750
1995;1995;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";28;252
1995;1995;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";195;877
1995;1995;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";493;2317
1995;1995;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";234;1199
1995;1995;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";574;2224
1995;1995;"Winter";3;80124;"Sonntag";"Andere Unterkünfte";"endgültig";62;457
1995;1995;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";68;301
1995;1995;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";545;2066
1995;1995;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";95;305
1995;1995;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";227;993
1995;1995;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";169;759
1995;1995;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";249;1107
1995;1995;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";154;721
1995;1995;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";618;3318
1995;1995;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";258;1412
1995;1995;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";499;3935
1995;1995;"Sommer";8;80124;"Sonntag";"Andere Unterkünfte";"endgültig";12;72
1995;1995;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";152;322
1995;1995;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";466;1619
1995;1995;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";141;590
1995;1995;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";482;1914
1995;1996;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";147;745
1995;1996;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";308;1090
1995;1996;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";88;588
1995;1996;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";537;2574
1995;1996;"Winter";12;80124;"Sonntag";"Andere Unterkünfte";"endgültig";30;280
1996;1996;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";89;253
1996;1996;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";302;1560
1996;1996;"Winter";1;80124;"Sonntag";"Andere Unterkünfte";"endgültig";32;270
1996;1996;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";187;688
1996;1996;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";505;2345
1996;1996;"Winter";2;80124;"Sonntag";"Andere Unterkünfte";"endgültig";48;306
1996;1996;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";152;408
1996;1996;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";504;2641
1996;1996;"Winter";3;80124;"Sonntag";"Andere Unterkünfte";"endgültig";36;159
1996;1996;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";296;1108
1996;1996;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";540;2107
1996;1996;"Winter";4;80124;"Sonntag";"Andere Unterkünfte";"endgültig";25;150
1996;1996;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";123;421
1996;1996;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";192;656
1996;1996;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";62;135
1996;1996;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";439;1651
1996;1996;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";70;408
1996;1996;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";342;2007
1996;1996;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";194;910
1996;1996;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";643;3942
1996;1996;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";430;2278
1996;1996;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";581;2643
1996;1996;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";70;245
1996;1996;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";409;1110
1996;1997;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";94;327
1996;1997;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";170;563
1996;1997;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";130;778
1996;1997;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";485;2114
1997;1997;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";141;862
1997;1997;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";735;3611
1997;1997;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";84;362
1997;1997;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";438;1986
1997;1997;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";113;270
1997;1997;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";601;2179
1997;1997;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";368;1343
1997;1997;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";355;1375
1997;1997;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";162;378
1997;1997;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";274;934
1997;1997;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";53;118
1997;1997;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";212;811
1997;1997;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";85;478
1997;1997;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";329;1831
1997;1997;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";223;928
1997;1997;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";648;3821
1997;1997;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";166;585
1997;1997;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";387;1640
1997;1997;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";304;1296
1997;1997;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";496;1550
1997;1998;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";41;56
1997;1998;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";43;94
1997;1998;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";98;589
1997;1998;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";389;1579
1998;1998;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";65;362
1998;1998;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";491;2218
1998;1998;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";156;681
1998;1998;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";425;1968
1998;1998;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";114;370
1998;1998;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";261;1185
1998;1998;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";54;254
1998;1998;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";311;706
1998;1998;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";126;282
1998;1998;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";245;906
1998;1998;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";75;324
1998;1998;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";232;873
1998;1998;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";77;287
1998;1998;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";238;1812
1998;1998;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";175;705
1998;1998;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";455;3173
1998;1998;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";55;289
1998;1998;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";311;1531
1998;1998;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";111;203
1998;1998;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";243;841
1998;1999;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";18;18
1998;1999;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";89;280
1998;1999;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";80;296
1998;1999;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";453;2138
1999;1999;"Winter";1;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";46;358
1999;1999;"Winter";1;80124;"Sonntag";"Privatquartiere";"endgültig";336;1837
1999;1999;"Winter";2;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";44;226
1999;1999;"Winter";2;80124;"Sonntag";"Privatquartiere";"endgültig";348;1537
1999;1999;"Winter";3;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";45;119
1999;1999;"Winter";3;80124;"Sonntag";"Privatquartiere";"endgültig";308;1138
1999;1999;"Winter";4;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";56;342
1999;1999;"Winter";4;80124;"Sonntag";"Privatquartiere";"endgültig";185;701
1999;1999;"Sommer";5;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";83;228
1999;1999;"Sommer";5;80124;"Sonntag";"Privatquartiere";"endgültig";286;963
1999;1999;"Sommer";6;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";81;168
1999;1999;"Sommer";6;80124;"Sonntag";"Privatquartiere";"endgültig";337;1030
1999;1999;"Sommer";7;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";73;326
1999;1999;"Sommer";7;80124;"Sonntag";"Privatquartiere";"endgültig";215;821
1999;1999;"Sommer";8;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";67;468
1999;1999;"Sommer";8;80124;"Sonntag";"Privatquartiere";"endgültig";179;1270
1999;1999;"Sommer";9;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";126;467
1999;1999;"Sommer";9;80124;"Sonntag";"Privatquartiere";"endgültig";182;685
1999;1999;"Sommer";10;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";118;321
1999;1999;"Sommer";10;80124;"Sonntag";"Privatquartiere";"endgültig";129;293
1999;2000;"Winter";11;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";18;48
1999;2000;"Winter";11;80124;"Sonntag";"Privatquartiere";"endgültig";26;132
1999;2000;"Winter";12;80124;"Sonntag";"Gewerbliche Beherbergungsbetriebe";"endgültig";102;595
1999;2000;"Winter";12;80124;"Sonntag";"Privatquartiere";"endgültig";255;1135
